ID_Processo,Data_Distribuicao,Tipo_Acao,Tempo_Tramitacao_Meses,Tempo_Liquidacao_Meses,Valor_Efetivado_BRL
PRC-201803,2019-03-03,Trabalhista,20,8,55127.01
PRC-201881,2019-03-03,Cível,22,4,111417.24
PRC-200115,2019-03-04,Cível,24,3,104846.39
PRC-200796,2019-03-05,Cível,47,4,141856.71
PRC-201373,2019-03-05,Trabalhista,25,7,54889.06
PRC-201973,2019-03-05,Trabalhista,21,3,81908.49
PRC-201428,2019-03-05,Trabalhista,38,3,85129.94
PRC-201529,2019-03-07,Trabalhista,34,4,55734.61
PRC-200133,2019-03-07,Trabalhista,33,6,62389.17
PRC-201407,2019-03-08,Cível,34,3,147831.04
PRC-201970,2019-03-09,Fraude,17,3,262434.94
PRC-200973,2019-03-10,Trabalhista,16,3,56383.12
PRC-201271,2019-03-10,Cível,26,3,93436.97
PRC-200239,2019-03-10,Trabalhista,22,4,58701.26
PRC-202112,2019-03-11,Trabalhista,17,2,55509.18
PRC-200072,2019-03-13,Fraude,35,3,398450.61
PRC-202477,2019-03-14,Cível,25,5,128679.47
PRC-202069,2019-03-15,Trabalhista,9,2,43257.33
PRC-201707,2019-03-16,Trabalhista,23,4,70113.35
PRC-201914,2019-03-18,Trabalhista,11,4,50988.17
PRC-202356,2019-03-18,Cível,28,3,93733.54
PRC-200428,2019-03-19,Trabalhista,27,4,54221.81
PRC-201319,2019-03-19,Fraude,18,4,270601.93
PRC-202086,2019-03-20,Fraude,31,4,444587.12
PRC-201654,2019-03-20,Fraude,27,7,439772.14
PRC-200657,2019-03-21,Trabalhista,28,5,75341.67
PRC-201462,2019-03-23,Fraude,22,6,177851.3
PRC-201089,2019-03-23,Trabalhista,45,3,82904.88
PRC-202312,2019-03-23,Trabalhista,29,3,59199.54
PRC-200752,2019-03-25,Trabalhista,48,6,88662.36
PRC-200726,2019-03-26,Fraude,38,6,457603.69
PRC-200059,2019-03-26,Trabalhista,26,2,62100.23
PRC-201995,2019-03-27,Trabalhista,58,5,75589.96
PRC-200500,2019-03-27,Trabalhista,35,3,73180.21
PRC-200494,2019-03-28,Trabalhista,12,4,50102.41
PRC-200519,2019-03-28,Trabalhista,23,3,58394.66
PRC-201448,2019-03-29,Cível,23,5,102560.61
PRC-200897,2019-03-31,Cível,14,8,97597.59
PRC-200219,2019-04-02,Cível,49,5,145454.18
PRC-201457,2019-04-02,Trabalhista,26,3,65266.5
PRC-201886,2019-04-02,Fraude,22,4,343966.32
PRC-202432,2019-04-04,Cível,57,2,155469.3
PRC-201268,2019-04-05,Trabalhista,34,6,53152.78
PRC-201567,2019-04-06,Fraude,18,3,410371.98
PRC-200247,2019-04-06,Cível,12,3,112934.53
PRC-200368,2019-04-07,Trabalhista,37,4,86225.59
PRC-201418,2019-04-08,Trabalhista,25,4,56367.94
PRC-202292,2019-04-09,Trabalhista,37,3,83714.69
PRC-200504,2019-04-09,Trabalhista,49,2,86086.66
PRC-201548,2019-04-10,Fraude,16,4,370228.32
PRC-201012,2019-04-10,Cível,15,4,116741.13
PRC-201667,2019-04-13,Cível,17,4,88080.59
PRC-202035,2019-04-13,Trabalhista,17,3,79081.57
PRC-202411,2019-04-15,Fraude,30,1,230086.81
PRC-201581,2019-04-16,Trabalhista,32,3,59876.01
PRC-201298,2019-04-16,Trabalhista,47,4,92340.08
PRC-200122,2019-04-16,Trabalhista,44,5,74180.94
PRC-202389,2019-04-17,Trabalhista,23,11,55108.58
PRC-201250,2019-04-17,Cível,28,3,118283.44
PRC-200378,2019-04-20,Cível,14,3,113065.19
PRC-201740,2019-04-21,Cível,27,1,128349.33
PRC-202183,2019-04-24,Trabalhista,14,3,57282.48
PRC-201713,2019-04-25,Trabalhista,26,2,87474.91
PRC-201975,2019-04-25,Cível,14,1,111782.95
PRC-202164,2019-04-26,Trabalhista,37,2,77680.51
PRC-201147,2019-04-26,Trabalhista,58,3,92660.84
PRC-200566,2019-04-26,Trabalhista,51,3,80722.15
PRC-201522,2019-04-28,Trabalhista,18,7,69039.25
PRC-200216,2019-04-29,Trabalhista,47,7,74193.46
PRC-200727,2019-04-30,Cível,38,2,125437.74
PRC-201060,2019-05-01,Cível,29,6,182236.42
PRC-200227,2019-05-04,Trabalhista,32,3,77225.23
PRC-200649,2019-05-05,Trabalhista,31,7,68296.47
PRC-200848,2019-05-05,Trabalhista,40,6,59735.72
PRC-201609,2019-05-05,Trabalhista,20,4,58848.1
PRC-200251,2019-05-06,Trabalhista,41,2,64415.71
PRC-202102,2019-05-06,Trabalhista,15,5,52224.8
PRC-202153,2019-05-06,Cível,25,4,120781.73
PRC-201528,2019-05-06,Cível,36,2,138148.53
PRC-202455,2019-05-07,Fraude,13,5,354988.05
PRC-202229,2019-05-08,Trabalhista,36,5,57016.21
PRC-201209,2019-05-08,Cível,39,3,115320.4
PRC-200273,2019-05-08,Cível,27,4,121283.41
PRC-201021,2019-05-09,Trabalhista,14,1,36432.35
PRC-200648,2019-05-09,Cível,19,5,103499.94
PRC-201493,2019-05-10,Fraude,26,2,313236.91
PRC-200307,2019-05-10,Trabalhista,31,3,35075.76
PRC-200720,2019-05-10,Cível,15,5,80101.24
PRC-202054,2019-05-10,Cível,24,7,130906.69
PRC-201371,2019-05-11,Trabalhista,33,2,63003.02
PRC-200419,2019-05-11,Cível,19,5,128194.83
PRC-201168,2019-05-13,Fraude,46,4,530551.85
PRC-201211,2019-05-14,Trabalhista,26,4,65332.89
PRC-200735,2019-05-14,Cível,27,4,116888.04
PRC-202402,2019-05-14,Trabalhista,10,4,46093.62
PRC-200916,2019-05-14,Trabalhista,38,4,94788.69
PRC-200503,2019-05-15,Cível,29,5,127990.1
PRC-201882,2019-05-17,Trabalhista,12,2,40065.66
PRC-200788,2019-05-20,Trabalhista,12,5,55683.12
PRC-201861,2019-05-21,Trabalhista,56,3,78308.89
PRC-201858,2019-05-22,Cível,20,2,103617.27
PRC-201898,2019-05-23,Trabalhista,58,4,71044.02
PRC-201751,2019-05-23,Trabalhista,40,3,69067.67
PRC-202152,2019-05-23,Cível,28,1,86922.98
PRC-200920,2019-05-23,Cível,13,4,90373.78
PRC-200449,2019-05-24,Fraude,52,2,452022.84
PRC-202376,2019-05-28,Trabalhista,29,5,58275.04
PRC-200928,2019-05-30,Trabalhista,15,3,49383.61
PRC-202185,2019-05-31,Cível,47,7,122282.36
PRC-200232,2019-05-31,Trabalhista,18,3,57406.19
PRC-200510,2019-06-01,Trabalhista,29,10,71951.97
PRC-202259,2019-06-02,Trabalhista,27,2,78633.1
PRC-200535,2019-06-02,Cível,36,5,117024.76
PRC-200304,2019-06-04,Cível,23,9,87225.04
PRC-201551,2019-06-04,Trabalhista,31,3,71142.53
PRC-202204,2019-06-05,Cível,61,3,171129.22
PRC-200430,2019-06-05,Fraude,42,4,442521.51
PRC-201677,2019-06-06,Trabalhista,37,4,109937.48
PRC-200131,2019-06-07,Trabalhista,32,3,53990.18
PRC-200488,2019-06-09,Cível,45,7,113642.74
PRC-201143,2019-06-09,Trabalhista,28,3,68429.72
PRC-201395,2019-06-10,Cível,36,4,114498.12
PRC-201691,2019-06-11,Trabalhista,21,7,53194.37
PRC-202161,2019-06-12,Trabalhista,17,2,75300.82
PRC-200779,2019-06-13,Trabalhista,71,5,103429.95
PRC-201365,2019-06-13,Fraude,34,7,399384.6
PRC-201076,2019-06-14,Trabalhista,40,2,73474.1
PRC-201301,2019-06-14,Cível,76,4,224493.47
PRC-200809,2019-06-16,Fraude,18,3,187969.32
PRC-200981,2019-06-16,Cível,14,4,76850.39
PRC-200137,2019-06-17,Cível,21,4,107511.38
PRC-202462,2019-06-19,Trabalhista,33,4,62834.33
PRC-202424,2019-06-20,Trabalhista,31,3,89884.63
PRC-201256,2019-06-21,Trabalhista,33,4,68910.79
PRC-201844,2019-06-22,Cível,22,3,104202.61
PRC-200175,2019-06-24,Trabalhista,45,4,97330.75
PRC-200197,2019-06-25,Cível,22,3,87633.42
PRC-200028,2019-06-26,Trabalhista,17,2,40245.66
PRC-200799,2019-06-26,Cível,90,6,164425.51
PRC-202337,2019-06-30,Trabalhista,22,2,66765.12
PRC-200040,2019-07-01,Fraude,34,5,353701.19
PRC-202487,2019-07-02,Cível,26,2,92687.15
PRC-202211,2019-07-03,Cível,61,2,152233.35
PRC-202346,2019-07-04,Trabalhista,31,2,98598.23
PRC-201351,2019-07-06,Trabalhista,70,2,102408.17
PRC-200366,2019-07-06,Cível,21,5,99508.7
PRC-201662,2019-07-08,Cível,94,4,221909.38
PRC-201728,2019-07-10,Cível,18,2,81124.81
PRC-201398,2019-07-10,Trabalhista,21,1,80281.68
PRC-201996,2019-07-11,Cível,37,5,145847.78
PRC-200188,2019-07-12,Trabalhista,25,3,49813.19
PRC-201900,2019-07-13,Trabalhista,19,6,40432.24
PRC-201639,2019-07-13,Cível,71,3,194760.66
PRC-200578,2019-07-14,Trabalhista,24,4,69094.23
PRC-200567,2019-07-14,Trabalhista,42,4,82769.52
PRC-200460,2019-07-15,Fraude,29,4,326359.57
PRC-202323,2019-07-16,Trabalhista,12,3,63354.58
PRC-202066,2019-07-17,Trabalhista,17,3,66291.26
PRC-201029,2019-07-18,Cível,24,5,97023.01
PRC-201178,2019-07-19,Cível,22,3,73880.72
PRC-202273,2019-07-20,Trabalhista,59,6,73318.12
PRC-201758,2019-07-20,Fraude,31,2,379586.47
PRC-200704,2019-07-21,Fraude,25,6,347500.97
PRC-202488,2019-07-21,Trabalhista,16,3,45444.75
PRC-200656,2019-07-22,Trabalhista,34,3,67460.27
PRC-200529,2019-07-23,Cível,49,5,135238.71
PRC-201689,2019-07-23,Cível,16,5,73268.04
PRC-200961,2019-07-25,Trabalhista,9,4,54963.56
PRC-202216,2019-07-26,Cível,34,1,119769.93
PRC-200939,2019-07-27,Trabalhista,38,8,103706.19
PRC-201312,2019-07-27,Trabalhista,25,3,62310.77
PRC-202430,2019-07-28,Trabalhista,33,5,72604.4
PRC-201540,2019-07-29,Cível,15,6,88789.96
PRC-201400,2019-07-29,Trabalhista,40,3,73716.69
PRC-201682,2019-08-01,Trabalhista,44,4,71445.71
PRC-200029,2019-08-02,Fraude,44,4,449752.25
PRC-200280,2019-08-03,Cível,20,6,108284.39
PRC-201607,2019-08-03,Cível,11,6,80135.45
PRC-201949,2019-08-03,Trabalhista,15,2,53542.2
PRC-200389,2019-08-04,Cível,21,5,112792.97
PRC-200455,2019-08-05,Trabalhista,19,6,58437.54
PRC-201917,2019-08-05,Trabalhista,19,2,66698.35
PRC-200840,2019-08-06,Fraude,33,5,367737.49
PRC-201033,2019-08-07,Fraude,32,3,374168.9
PRC-201322,2019-08-08,Cível,39,3,148170.04
PRC-202460,2019-08-09,Cível,29,4,125807.25
PRC-201674,2019-08-11,Cível,48,4,115484.1
PRC-202053,2019-08-11,Cível,26,7,110126.37
PRC-201987,2019-08-12,Trabalhista,36,7,72091.01
PRC-201372,2019-08-13,Cível,47,5,137241.91
PRC-201536,2019-08-14,Trabalhista,55,3,106172.91
PRC-202234,2019-08-17,Trabalhista,34,6,83543.64
PRC-200501,2019-08-18,Trabalhista,32,2,83076.59
PRC-200560,2019-08-19,Cível,28,3,130848.47
PRC-200725,2019-08-20,Cível,50,6,133149.55
PRC-202358,2019-08-20,Trabalhista,24,3,56565.31
PRC-201994,2019-08-20,Cível,15,3,87877.23
PRC-202495,2019-08-22,Trabalhista,17,3,59617.25
PRC-201479,2019-08-22,Trabalhista,28,4,71762.44
PRC-201825,2019-08-23,Trabalhista,11,2,52101.75
PRC-200330,2019-08-24,Trabalhista,43,7,80528.53
PRC-201829,2019-08-24,Trabalhista,34,8,71702.8
PRC-200645,2019-08-26,Cível,19,2,107038.36
PRC-201340,2019-08-29,Trabalhista,25,2,72195.08
PRC-201498,2019-08-29,Trabalhista,31,5,71664.72
PRC-202469,2019-08-31,Trabalhista,32,6,75284.27
PRC-200888,2019-08-31,Fraude,18,3,294480.5
PRC-201456,2019-08-31,Trabalhista,60,4,99368.13
PRC-201756,2019-08-31,Cível,10,2,104469.28
PRC-201729,2019-09-02,Trabalhista,33,6,72288.03
PRC-200581,2019-09-02,Cível,11,2,79173.27
PRC-202310,2019-09-03,Trabalhista,24,4,75500.87
PRC-202429,2019-09-03,Cível,20,4,107600.54
PRC-201208,2019-09-06,Trabalhista,12,4,29898.17
PRC-201341,2019-09-07,Trabalhista,13,1,74481.99
PRC-200376,2019-09-07,Cível,12,1,84995.98
PRC-202288,2019-09-08,Trabalhista,44,3,77361.77
PRC-200968,2019-09-08,Trabalhista,27,3,80664.13
PRC-200853,2019-09-08,Cível,30,2,117821.49
PRC-201732,2019-09-08,Trabalhista,37,6,95780.84
PRC-200225,2019-09-08,Trabalhista,60,4,89278.41
PRC-202200,2019-09-09,Cível,34,3,129428.65
PRC-201568,2019-09-10,Trabalhista,36,7,77326.31
PRC-200593,2019-09-10,Trabalhista,29,6,62843.21
PRC-201604,2019-09-10,Fraude,18,1,345023.09
PRC-200299,2019-09-11,Fraude,20,5,274679.33
PRC-200294,2019-09-12,Fraude,14,5,357123.19
PRC-200274,2019-09-12,Trabalhista,13,3,62735.01
PRC-201855,2019-09-14,Trabalhista,38,3,64469.35
PRC-200706,2019-09-14,Trabalhista,38,4,68089.22
PRC-202197,2019-09-15,Cível,20,6,132066.15
PRC-202096,2019-09-19,Trabalhista,30,3,63847.6
PRC-200995,2019-09-20,Fraude,14,3,342349.71
PRC-201284,2019-09-20,Trabalhista,37,1,83223.55
PRC-200333,2019-09-21,Fraude,25,3,230805.14
PRC-201555,2019-09-22,Trabalhista,51,4,98886.14
PRC-200236,2019-09-23,Trabalhista,48,6,87808.38
PRC-200067,2019-09-24,Cível,44,4,143785.5
PRC-200110,2019-09-25,Trabalhista,45,6,76735.47
PRC-200736,2019-09-26,Trabalhista,45,1,81821.77
PRC-200812,2019-09-27,Fraude,23,4,397429.61
PRC-201048,2019-09-29,Cível,19,5,64591.0
PRC-200734,2019-09-30,Trabalhista,18,6,63546.41
PRC-200994,2019-10-02,Trabalhista,29,6,52585.06
PRC-201754,2019-10-03,Cível,10,3,136581.33
PRC-201880,2019-10-06,Trabalhista,11,3,60676.98
PRC-200821,2019-10-06,Fraude,26,4,397975.72
PRC-200224,2019-10-06,Trabalhista,38,7,64585.84
PRC-200605,2019-10-06,Trabalhista,15,3,58363.25
PRC-200684,2019-10-07,Cível,37,2,116655.21
PRC-200728,2019-10-08,Trabalhista,51,6,77971.1
PRC-200037,2019-10-10,Fraude,33,4,328870.04
PRC-200160,2019-10-11,Trabalhista,30,7,75854.79
PRC-202118,2019-10-11,Fraude,61,5,412764.11
PRC-200654,2019-10-11,Trabalhista,53,3,80957.06
PRC-201866,2019-10-12,Fraude,20,5,356711.37
PRC-200858,2019-10-12,Trabalhista,19,2,67030.65
PRC-201046,2019-10-12,Trabalhista,23,6,60753.2
PRC-200359,2019-10-13,Trabalhista,30,5,85012.78
PRC-200942,2019-10-13,Trabalhista,54,1,87603.71
PRC-201781,2019-10-15,Cível,21,4,89252.34
PRC-202210,2019-10-15,Cível,22,4,115807.97
PRC-200972,2019-10-16,Cível,43,4,130752.05
PRC-201377,2019-10-17,Trabalhista,30,2,41755.47
PRC-201648,2019-10-18,Cível,28,5,95145.51
PRC-201368,2019-10-19,Trabalhista,29,2,50734.74
PRC-201444,2019-10-20,Cível,18,6,66620.78
PRC-200864,2019-10-20,Trabalhista,21,4,47678.64
PRC-200491,2019-10-21,Trabalhista,31,4,68712.54
PRC-200794,2019-10-21,Fraude,21,3,263717.21
PRC-200082,2019-10-22,Trabalhista,35,5,70035.5
PRC-200361,2019-10-23,Trabalhista,12,4,38682.3
PRC-201302,2019-10-23,Fraude,60,7,458883.76
PRC-200715,2019-10-24,Cível,23,5,79942.98
PRC-200577,2019-10-24,Cível,13,5,81925.99
PRC-200730,2019-10-24,Trabalhista,31,2,65273.19
PRC-201712,2019-10-25,Cível,26,4,119756.0
PRC-202095,2019-10-25,Cível,17,4,108481.74
PRC-200210,2019-10-27,Trabalhista,41,3,75631.21
PRC-200327,2019-10-29,Trabalhista,32,3,74553.23
PRC-201225,2019-10-30,Trabalhista,31,7,71183.11
PRC-200109,2019-10-30,Fraude,22,3,369250.73
PRC-200555,2019-10-31,Trabalhista,35,2,71744.95
PRC-201279,2019-11-01,Trabalhista,28,3,57075.45
PRC-200828,2019-11-02,Cível,37,3,145372.66
PRC-201874,2019-11-04,Cível,43,4,98083.66
PRC-200478,2019-11-05,Cível,24,5,107281.43
PRC-201697,2019-11-05,Fraude,44,3,403727.77
PRC-201344,2019-11-05,Cível,38,4,109857.39
PRC-200740,2019-11-05,Trabalhista,27,4,88264.52
PRC-200192,2019-11-06,Cível,41,5,109846.21
PRC-201360,2019-11-09,Cível,20,5,135022.75
PRC-201084,2019-11-10,Cível,24,5,67385.15
PRC-202111,2019-11-11,Trabalhista,24,5,65204.22
PRC-200663,2019-11-11,Trabalhista,31,4,65807.35
PRC-200539,2019-11-12,Fraude,24,1,319805.99
PRC-201726,2019-11-12,Trabalhista,22,9,80610.84
PRC-200393,2019-11-12,Cível,7,5,76091.91
PRC-200452,2019-11-12,Trabalhista,30,4,76288.41
PRC-202113,2019-11-13,Cível,67,4,187790.2
PRC-200017,2019-11-14,Trabalhista,25,4,68594.15
PRC-200807,2019-11-16,Cível,44,2,131169.12
PRC-202087,2019-11-16,Trabalhista,46,4,81609.06
PRC-200336,2019-11-16,Cível,45,2,159203.45
PRC-201510,2019-11-16,Cível,38,5,147298.76
PRC-201853,2019-11-16,Cível,23,7,119644.89
PRC-200257,2019-11-17,Trabalhista,55,3,94227.03
PRC-202271,2019-11-19,Trabalhista,16,6,69415.27
PRC-201075,2019-11-19,Trabalhista,18,3,65012.87
PRC-200892,2019-11-21,Cível,26,2,127095.2
PRC-200600,2019-11-21,Trabalhista,20,6,50303.54
PRC-202299,2019-11-21,Trabalhista,44,5,54927.96
PRC-200647,2019-11-22,Trabalhista,16,4,48529.21
PRC-202075,2019-11-23,Cível,16,1,77095.57
PRC-201586,2019-11-23,Trabalhista,44,4,89667.32
PRC-200340,2019-11-24,Trabalhista,63,7,104551.17
PRC-201910,2019-11-24,Trabalhista,26,3,60677.5
PRC-200023,2019-11-27,Trabalhista,44,5,73652.25
PRC-202072,2019-11-30,Trabalhista,21,3,57393.23
PRC-201130,2019-11-30,Cível,32,5,114170.87
PRC-200395,2019-12-01,Cível,21,4,118509.89
PRC-200364,2019-12-01,Cível,36,6,77645.38
PRC-200479,2019-12-02,Trabalhista,36,2,68339.31
PRC-202325,2019-12-03,Cível,33,3,109749.76
PRC-202489,2019-12-05,Trabalhista,26,8,67856.18
PRC-202065,2019-12-06,Cível,38,2,122289.23
PRC-201767,2019-12-07,Trabalhista,23,6,64635.26
PRC-202285,2019-12-09,Trabalhista,27,5,62610.24
PRC-200930,2019-12-10,Fraude,67,4,509703.91
PRC-200358,2019-12-10,Cível,19,4,118313.22
PRC-201390,2019-12-11,Trabalhista,20,3,62144.5
PRC-201720,2019-12-11,Fraude,55,3,390476.68
PRC-201485,2019-12-15,Trabalhista,40,3,68904.25
PRC-202320,2019-12-19,Cível,44,3,156118.25
PRC-200792,2019-12-19,Trabalhista,47,1,94867.55
PRC-201495,2019-12-19,Trabalhista,53,1,100450.06
PRC-200830,2019-12-20,Trabalhista,32,6,56443.97
PRC-201826,2019-12-21,Fraude,98,5,565763.01
PRC-200215,2019-12-21,Trabalhista,25,2,65352.77
PRC-201121,2019-12-21,Cível,22,3,81904.47
PRC-201851,2019-12-21,Cível,21,3,126134.47
PRC-201554,2019-12-21,Trabalhista,21,5,72801.96
PRC-200733,2019-12-22,Trabalhista,23,2,77391.41
PRC-201951,2019-12-23,Trabalhista,23,5,84215.41
PRC-201164,2019-12-23,Trabalhista,35,6,76017.66
PRC-202160,2019-12-24,Trabalhista,16,5,64781.92
PRC-201140,2019-12-26,Cível,30,2,84056.73
PRC-200517,2019-12-27,Cível,33,5,97652.51
PRC-201471,2019-12-27,Cível,21,2,83798.91
PRC-201883,2019-12-31,Cível,50,6,122758.06
PRC-201339,2020-01-02,Fraude,31,2,356110.5
PRC-201424,2020-01-02,Cível,32,9,97085.12
PRC-202231,2020-01-02,Fraude,39,5,381517.26
PRC-200805,2020-01-02,Cível,17,3,106521.59
PRC-201201,2020-01-03,Fraude,26,5,395621.39
PRC-202224,2020-01-05,Fraude,51,1,451273.65
PRC-201303,2020-01-09,Trabalhista,48,4,67458.47
PRC-200199,2020-01-10,Cível,25,3,135733.84
PRC-201807,2020-01-12,Trabalhista,10,3,60176.98
PRC-200661,2020-01-12,Cível,30,2,132241.95
PRC-201871,2020-01-12,Trabalhista,20,1,57039.27
PRC-200568,2020-01-15,Cível,75,3,169572.56
PRC-200695,2020-01-16,Trabalhista,22,2,67641.17
PRC-201935,2020-01-17,Cível,26,2,134968.82
PRC-201842,2020-01-17,Trabalhista,40,2,68209.97
PRC-202478,2020-01-21,Fraude,37,6,223421.44
PRC-202335,2020-01-23,Trabalhista,39,6,97709.46
PRC-201392,2020-01-24,Trabalhista,18,1,55400.65
PRC-201890,2020-01-26,Fraude,26,6,402011.73
PRC-202352,2020-01-27,Trabalhista,24,2,62670.75
PRC-200731,2020-01-28,Cível,24,6,118595.12
PRC-201433,2020-01-28,Trabalhista,32,2,50198.89
PRC-200480,2020-01-29,Trabalhista,17,5,64935.03
PRC-200526,2020-01-30,Trabalhista,45,7,61712.27
PRC-201354,2020-01-31,Trabalhista,15,3,53113.35
PRC-201026,2020-02-02,Cível,19,2,92718.98
PRC-200451,2020-02-02,Trabalhista,28,8,50775.75
PRC-201139,2020-02-05,Trabalhista,26,2,74717.31
PRC-200885,2020-02-08,Trabalhista,14,3,58946.57
PRC-201938,2020-02-09,Trabalhista,14,1,75857.16
PRC-201432,2020-02-10,Trabalhista,18,1,50363.52
PRC-202138,2020-02-10,Trabalhista,29,4,64259.03
PRC-200171,2020-02-15,Fraude,18,4,273224.0
PRC-201073,2020-02-16,Fraude,8,3,301960.4
PRC-201653,2020-02-17,Trabalhista,56,5,86156.29
PRC-201983,2020-02-17,Trabalhista,23,6,72363.62
PRC-200545,2020-02-17,Trabalhista,17,5,61995.65
PRC-201474,2020-02-18,Trabalhista,18,1,57043.9
PRC-200978,2020-02-19,Trabalhista,30,7,40708.37
PRC-201798,2020-02-19,Fraude,24,4,373080.38
PRC-201158,2020-02-20,Cível,29,7,125873.45
PRC-201030,2020-02-22,Fraude,34,1,428746.68
PRC-201577,2020-02-23,Trabalhista,21,3,52834.75
PRC-201518,2020-02-23,Trabalhista,47,6,91128.36
PRC-201739,2020-02-24,Trabalhista,14,2,47435.91
PRC-201680,2020-02-27,Trabalhista,33,4,73763.24
PRC-202227,2020-02-27,Trabalhista,35,3,78984.09
PRC-202194,2020-02-27,Fraude,13,5,277759.98
PRC-201841,2020-03-01,Trabalhista,43,3,73876.8
PRC-200863,2020-03-01,Trabalhista,38,3,63438.83
PRC-202217,2020-03-01,Trabalhista,16,2,42665.28
PRC-201435,2020-03-02,Fraude,24,7,389295.18
PRC-200134,2020-03-03,Cível,39,4,106612.59
PRC-201245,2020-03-06,Trabalhista,34,4,84144.56
PRC-200296,2020-03-07,Cível,36,5,125700.66
PRC-201848,2020-03-08,Cível,26,2,126935.43
PRC-202226,2020-03-09,Trabalhista,36,6,55844.42
PRC-201415,2020-03-10,Cível,29,7,139919.41
PRC-201743,2020-03-10,Fraude,39,3,400899.32
PRC-200625,2020-03-12,Trabalhista,9,6,49876.23
PRC-202386,2020-03-12,Trabalhista,36,2,80572.49
PRC-200041,2020-03-12,Trabalhista,33,4,72513.28
PRC-200689,2020-03-13,Trabalhista,35,6,81129.06
PRC-200847,2020-03-14,Cível,15,4,107622.7
PRC-200986,2020-03-15,Trabalhista,27,4,76729.39
PRC-202496,2020-03-16,Trabalhista,13,4,36678.68
PRC-201656,2020-03-18,Trabalhista,42,3,85920.69
PRC-201421,2020-03-18,Trabalhista,42,2,82758.82
PRC-201469,2020-03-19,Cível,53,4,135233.07
PRC-201514,2020-03-20,Trabalhista,19,2,48119.04
PRC-201464,2020-03-21,Cível,13,3,104623.9
PRC-202108,2020-03-23,Trabalhista,23,4,57685.62
PRC-202036,2020-03-24,Fraude,13,1,233859.58
PRC-200589,2020-03-27,Trabalhista,26,5,73555.05
PRC-200774,2020-03-27,Cível,10,6,139359.08
PRC-201219,2020-03-27,Trabalhista,28,2,48185.82
PRC-201644,2020-03-28,Fraude,45,4,363971.83
PRC-200103,2020-03-28,Trabalhista,21,5,58805.8
PRC-200117,2020-03-29,Trabalhista,49,2,80723.37
PRC-202449,2020-03-30,Trabalhista,8,4,51099.32
PRC-201873,2020-03-30,Cível,13,3,124414.05
PRC-200776,2020-03-31,Trabalhista,25,5,55629.1
PRC-200576,2020-03-31,Fraude,27,3,366948.4
PRC-201212,2020-04-01,Trabalhista,35,7,72052.69
PRC-200674,2020-04-01,Trabalhista,25,4,65345.15
PRC-200176,2020-04-01,Trabalhista,20,5,40148.18
PRC-200676,2020-04-02,Fraude,50,6,337086.94
PRC-201069,2020-04-04,Trabalhista,34,3,66279.02
PRC-200394,2020-04-04,Trabalhista,16,1,64787.39
PRC-202405,2020-04-05,Trabalhista,33,5,69813.8
PRC-201535,2020-04-06,Fraude,41,6,452673.31
PRC-201132,2020-04-06,Fraude,29,3,366890.12
PRC-202276,2020-04-06,Cível,61,5,121394.96
PRC-200998,2020-04-09,Cível,82,2,163650.3
PRC-201583,2020-04-09,Trabalhista,22,6,71031.88
PRC-201574,2020-04-10,Trabalhista,28,6,59931.45
PRC-200764,2020-04-11,Fraude,30,4,307643.88
PRC-200966,2020-04-12,Cível,12,3,74935.9
PRC-201463,2020-04-14,Trabalhista,38,2,46597.56
PRC-201750,2020-04-16,Trabalhista,50,5,83460.91
PRC-200879,2020-04-17,Trabalhista,19,6,64804.16
PRC-201573,2020-04-17,Cível,33,6,136096.12
PRC-202002,2020-04-18,Cível,30,1,122845.34
PRC-202422,2020-04-19,Cível,13,7,99533.75
PRC-200009,2020-04-19,Cível,26,5,94051.41
PRC-200498,2020-04-19,Cível,20,5,100249.83
PRC-201483,2020-04-20,Fraude,24,3,332303.68
PRC-201589,2020-04-20,Cível,31,5,108946.9
PRC-200596,2020-04-21,Trabalhista,47,2,60104.49
PRC-202296,2020-04-22,Trabalhista,52,5,82108.3
PRC-201331,2020-04-23,Cível,31,2,115912.69
PRC-200408,2020-04-23,Cível,22,3,114616.92
PRC-201931,2020-04-23,Trabalhista,47,3,96021.69
PRC-201658,2020-04-24,Trabalhista,33,3,82502.63
PRC-201087,2020-04-24,Trabalhista,16,3,50776.65
PRC-201734,2020-04-26,Fraude,36,4,343492.28
PRC-202494,2020-04-27,Trabalhista,12,5,57481.49
PRC-202355,2020-04-27,Fraude,18,3,449879.65
PRC-201098,2020-04-28,Cível,27,6,111855.12
PRC-201370,2020-04-28,Cível,11,6,57608.76
PRC-202047,2020-04-29,Cível,31,4,100849.93
PRC-200093,2020-04-29,Trabalhista,36,4,74034.65
PRC-200472,2020-04-30,Fraude,27,5,337817.03
PRC-201282,2020-05-01,Trabalhista,22,6,63795.96
PRC-201768,2020-05-01,Trabalhista,53,3,87389.42
PRC-200766,2020-05-05,Cível,67,4,176562.13
PRC-200846,2020-05-07,Fraude,45,6,480470.7
PRC-201790,2020-05-07,Trabalhista,29,8,74617.54
PRC-200862,2020-05-07,Trabalhista,39,5,80200.75
PRC-200608,2020-05-09,Trabalhista,27,4,77148.56
PRC-200338,2020-05-10,Trabalhista,16,2,60629.27
PRC-201044,2020-05-11,Cível,19,9,113039.5
PRC-202361,2020-05-11,Trabalhista,35,2,74100.25
PRC-201926,2020-05-11,Trabalhista,38,5,78924.79
